_id,recipient,message,song_id,song_name,song_artist,song_image,created_at
680f5e731fc54584f6681d0d,raddin,I lopyuuuuu,43MifzVnh8W3jJN0xqU9jR,Wasted Summers,juju<3,https://i.scdn.co/image/ab67616d0000b2738bcc614a15263d3f7a3d95af,2025-04-28T10:54:43.187706272Z
67ebec1e1fc54584f661d161,raddin,happy eid kak raddin!!! hope u doing well,4E8rZD1xKIbof0vUkyHJLn,"Here, There And Everywhere - 2022 Mix",The Beatles,https://i.scdn.co/image/ab67616d0000b2734a4c7445df9b3719a60eb53b,2025-04-01T13:37:34.060525457Z
672fecf9e5eeda5ba3f6c7f9,raddin,radd…..,0SpkyS1Q4MD8GaVcP5YjT4,Sunsetz,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161,2024-11-10T06:15:05.933429903+07:00
672fb0d1e5eeda5ba3f67126,raddin,"Iya din, gua emg jelek sih jadi lu lebih suka sama tmn gw ketimbang gw yg hari hari selalu bantu lu setiap hari, pokoknya makasih din, ttp semangat ya, gw udh beli hot wheels kok wk",2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45,2024-11-10T01:58:25.367190484+07:00
